date,homeTeam,awayTeam,homeGoals,awayGoals,winner
2024-12-08 11:15:00+00:00,FC Groningen,PEC Zwolle,0,0,DRAW
2024-12-08 13:30:00+00:00,AZ,AFC Ajax,2,1,HOME_TEAM
2024-12-08 13:30:00+00:00,Willem II Tilburg,SC Heerenveen,1,2,AWAY_TEAM
2024-12-08 15:45:00+00:00,Almere City FC,FC Utrecht,1,3,AWAY_TEAM
2024-12-13 19:00:00+00:00,PEC Zwolle,Willem II Tilburg,0,1,AWAY_TEAM
2024-12-14 17:45:00+00:00,SC Heerenveen,PSV,1,0,HOME_TEAM
2024-12-14 19:00:00+00:00,Fortuna Sittard,RKC Waalwijk,3,2,HOME_TEAM
2024-12-14 20:00:00+00:00,Feyenoord Rotterdam,Heracles Almelo,5,2,HOME_TEAM
2024-12-15 11:15:00+00:00,FC Utrecht,Go Ahead Eagles,3,3,DRAW
2024-12-15 13:30:00+00:00,NEC,Sparta Rotterdam,1,1,DRAW
2024-12-15 13:30:00+00:00,FC Twente '65,FC Groningen,2,0,HOME_TEAM
2024-12-15 15:45:00+00:00,AFC Ajax,Almere City FC,3,0,HOME_TEAM
2024-12-15 19:00:00+00:00,NAC Breda,AZ,1,2,AWAY_TEAM
2024-12-20 19:00:00+00:00,RKC Waalwijk,PEC Zwolle,1,1,DRAW
2024-12-21 15:30:00+00:00,Go Ahead Eagles,NAC Breda,2,1,HOME_TEAM
2024-12-21 17:45:00+00:00,Almere City FC,SC Heerenveen,3,0,HOME_TEAM
2024-12-21 19:00:00+00:00,AZ,FC Twente '65,1,0,HOME_TEAM
2024-12-22 11:15:00+00:00,Sparta Rotterdam,AFC Ajax,0,2,AWAY_TEAM
2024-12-22 13:30:00+00:00,PSV,Feyenoord Rotterdam,3,0,HOME_TEAM
2024-12-22 13:30:00+00:00,FC Utrecht,Fortuna Sittard,2,5,AWAY_TEAM
2024-12-22 15:45:00+00:00,Willem II Tilburg,NEC,4,1,HOME_TEAM
